"indicator_id","type","value","provider","observed_roles","evidence_tier","first_observed","last_observed","observation_count","status","confidence","source_id","safe_for_blocking","notes"
"domain-0159","domain","hostinger-mail-ewgjnwrkgnkrw-nqtwedsjvrzunjweawzkpqzn[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-18T21:57:17.253000Z","2026-08-18T21:57:17.253000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0160","domain","hostinger-mail-ewgjnwrkgnkrw-nyvcyqvgjhqvlooigpzelcui[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-17T17:38:04.750000Z","2026-08-16T11:37:16.836000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0161","domain","hostinger-mail-ewgjnwrkgnkrw-nznwkjrmxkinrpjhetawensg[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-16T07:25:54.175000Z","2026-06-23T14:26:35.887000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0162","domain","hostinger-mail-ewgjnwrkgnkrw-oailidavjckyizukechqlsks[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-28T23:39:02.844000Z","2026-04-29T00:55:15.525000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0163","domain","hostinger-mail-ewgjnwrkgnkrw-odnoghnqxeutkrpgqjscjxws[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-23T22:21:42.858000Z","2026-04-24T00:18:18.445000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0164","domain","hostinger-mail-ewgjnwrkgnkrw-ofpbdknwdeutnthryifzkaby[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-24T05:45:27.070000Z","2026-04-24T05:45:27.070000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0165","domain","hostinger-mail-ewgjnwrkgnkrw-ofqkqvjhkqdocnhhpfgumstc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-13T06:45:58.363000Z","2026-07-11T23:53:03.546000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0166","domain","hostinger-mail-ewgjnwrkgnkrw-ogbngzrsheaoniwpwuewgbgd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-18T07:20:45.434000Z","2026-07-28T02:48:01.923000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0167","domain","hostinger-mail-ewgjnwrkgnkrw-ojynztmtpzlceufeagcdpler[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-10T21:29:31.568000Z","2026-06-10T21:36:44.618000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0168","domain","hostinger-mail-ewgjnwrkgnkrw-optnuqgnbdqjyeuwdliaxkxc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-03T04:19:08.119000Z","2026-07-03T07:55:51.194000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0169","domain","hostinger-mail-ewgjnwrkgnkrw-owgeejfaovkwoaqzofnbmash[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-13T11:23:07.974000Z","2026-06-13T21:40:39.228000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0170","domain","hostinger-mail-ewgjnwrkgnkrw-owhupbontsbeixgvptekrssf[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-29T06:17:54.997000Z","2026-04-29T06:17:54.997000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0171","domain","hostinger-mail-ewgjnwrkgnkrw-owrbipzphklxsegkcpmtyzbv[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-07-04T10:37:19.748000Z","2026-07-04T10:40:27.337000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0172","domain","hostinger-mail-ewgjnwrkgnkrw-oyaydbavsbutdneewumzjrgd[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-26T15:08:34.062000Z","2026-04-26T20:44:33.257000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0173","domain","hostinger-mail-ewgjnwrkgnkrw-ozvpwkrxpknpezipctqnhyrz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-21T05:59:18.487000Z","2026-04-21T05:59:18.487000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0174","domain","hostinger-mail-ewgjnwrkgnkrw-paclpfczjdzeyymcyuedngyb[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-20T08:18:13.645000Z","2026-07-20T13:54:14.521000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0175","domain","hostinger-mail-ewgjnwrkgnkrw-petqadttozcmqgcbarfkahff[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-04T11:20:14.407000Z","2026-07-04T11:20:14.407000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0176","domain","hostinger-mail-ewgjnwrkgnkrw-pfnqbyefippjflclhqmsuizp[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-19T23:34:04.566000Z","2026-06-21T08:16:49.108000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0177","domain","hostinger-mail-ewgjnwrkgnkrw-pgxpwvzcjbfdmjyxeeymrxjo[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-15T07:04:52.205000Z","2026-07-13T19:10:39.326000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0178","domain","hostinger-mail-ewgjnwrkgnkrw-pibefxihsdmtdakxeoglhlmv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-29T01:00:58.070000Z","2026-07-26T11:25:43.481000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0179","domain","hostinger-mail-ewgjnwrkgnkrw-pjpydcgqjglfqqqoweenktza[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-13T09:56:10.311000Z","2026-04-13T09:56:10.311000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0180","domain","hostinger-mail-ewgjnwrkgnkrw-plitpyzgajnwvazgvglncagb[.]pages[.]dev","Cloudflare Pages","final-page","confirmed-main-family","2026-04-14T04:06:32.504000Z","2026-04-14T04:06:32.504000Z","1","observed","high","hecavex-investigation","false","Exact-family name observed only as a final page behind a short link in retained evidence."
"domain-0181","domain","hostinger-mail-ewgjnwrkgnkrw-pltqwqguphaqxmgyupzcsmkd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-21T17:06:19.384000Z","2026-08-21T17:06:19.384000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0182","domain","hostinger-mail-ewgjnwrkgnkrw-pnkgixylwzxjndfwnvigtzqk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-13T08:54:35.621000Z","2026-05-14T23:44:26.960000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0183","domain","hostinger-mail-ewgjnwrkgnkrw-poegmgafyvfbkevzzrtxwfoh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-07T13:20:15.314000Z","2026-08-07T13:20:15.314000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0184","domain","hostinger-mail-ewgjnwrkgnkrw-psdsorcevddbuercxlywgphy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-07T16:05:54.222000Z","2026-07-05T06:48:38.430000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0185","domain","hostinger-mail-ewgjnwrkgnkrw-ptovcebbpuvdvbbglvhcgavl[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T11:15:43.530000Z","2026-08-13T11:15:43.530000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0186","domain","hostinger-mail-ewgjnwrkgnkrw-pwrsmctexcqffrqycrqcmkxh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-22T19:33:46.403000Z","2026-08-22T19:33:46.403000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0187","domain","hostinger-mail-ewgjnwrkgnkrw-pxtebmagfibviokuetzcnxsd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-28T01:57:52.833000Z","2026-07-29T08:04:56.937000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0188","domain","hostinger-mail-ewgjnwrkgnkrw-qcscsjzohrauqyfmywamosxi[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-23T10:18:27.794000Z","2026-04-23T16:54:04.165000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0189","domain","hostinger-mail-ewgjnwrkgnkrw-qgbjgjbkrvdybcterltljjnx[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-08T11:50:09.799000Z","2026-04-08T11:50:09.799000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0190","domain","hostinger-mail-ewgjnwrkgnkrw-qguzzvlofbedrfumantvtnug[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-07T22:27:31.885000Z","2026-07-05T05:49:05.485000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0191","domain","hostinger-mail-ewgjnwrkgnkrw-qkdplqdohkofbxentfntwlvk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-12T06:36:50.431000Z","2026-05-13T09:23:10.623000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0192","domain","hostinger-mail-ewgjnwrkgnkrw-qmmjoaadiogytmncpdbejpft[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-28T04:58:18.567000Z","2026-06-26T09:59:03.993000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0193","domain","hostinger-mail-ewgjnwrkgnkrw-qpqobolymgjgwggbzrfdrcab[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-12T10:25:18.804000Z","2026-04-14T20:32:44.513000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0194","domain","hostinger-mail-ewgjnwrkgnkrw-qqkfzvhrugfclczejtirqbmo[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-18T13:34:06.662000Z","2026-08-18T13:34:06.662000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0195","domain","hostinger-mail-ewgjnwrkgnkrw-qtfzhtqflohiekscdsthkcac[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-29T22:58:23.095000Z","2026-05-30T01:15:18.005000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0196","domain","hostinger-mail-ewgjnwrkgnkrw-qurgxwbxychvtqgcnejeaogz[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-13T04:46:41.564000Z","2026-04-16T03:29:18.487000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0197","domain","hostinger-mail-ewgjnwrkgnkrw-qxnwagzxridauetgzjwwqmod[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-05-03T04:18:00.226000Z","2026-05-03T04:18:00.226000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0198","domain","hostinger-mail-ewgjnwrkgnkrw-qxxqusgdycpttefhsyxwggat[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-04T07:28:39.671000Z","2026-05-04T07:28:39.671000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0199","domain","hostinger-mail-ewgjnwrkgnkrw-qyjbkpyejtsdbhctcbzbigkz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-18T07:44:46.367000Z","2026-08-18T11:00:27.097000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0200","domain","hostinger-mail-ewgjnwrkgnkrw-qyumfadtnmlkaeztjxgthqcy[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-06-29T18:17:47.333000Z","2026-06-29T18:46:28.939000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0201","domain","hostinger-mail-ewgjnwrkgnkrw-rahvemrnxcwuzolxqfgvssya[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-18T12:25:43.510000Z","2026-06-14T06:01:56.523000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0202","domain","hostinger-mail-ewgjnwrkgnkrw-raqzzibmvhlguvpontioetti[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-26T04:51:36.584000Z","2026-05-26T04:51:36.584000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0203","domain","hostinger-mail-ewgjnwrkgnkrw-rbixjhkabkzlqerzsjvcjmwm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-29T22:24:11.556000Z","2026-04-30T08:32:11.728000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0204","domain","hostinger-mail-ewgjnwrkgnkrw-rbrvagawfkouwhxnqvvctmrd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-10T19:39:06.857000Z","2026-07-13T09:53:17.312000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0205","domain","hostinger-mail-ewgjnwrkgnkrw-rfrjmcwxvqbkkwhcjwmlndmn[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-25T13:53:38.872000Z","2026-06-26T07:27:32.979000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0206","domain","hostinger-mail-ewgjnwrkgnkrw-rgdwctxndytitazvoeduhqxk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-17T14:11:17.076000Z","2026-08-15T23:45:03.182000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0207","domain","hostinger-mail-ewgjnwrkgnkrw-rijuntfgengpipvtpsdepoxk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T06:33:29.005000Z","2026-04-27T16:42:46.197000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0208","domain","hostinger-mail-ewgjnwrkgnkrw-rllhsfkwqhkjwswvsotkspws[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-25T06:09:44.763000Z","2026-07-23T08:10:19.294000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0209","domain","hostinger-mail-ewgjnwrkgnkrw-rtedbfcgdlqoctxwvbvsbupv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-05T00:02:15.532000Z","2026-08-15T16:31:42.015000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0210","domain","hostinger-mail-ewgjnwrkgnkrw-rtfivxfndznslgsaauhtsegt[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-27T06:27:25.869000Z","2026-05-28T06:55:33.723000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0211","domain","hostinger-mail-ewgjnwrkgnkrw-rytcytajlrzfhyfzwajxbeqp[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-01T06:11:29.310000Z","2026-05-01T18:38:52.071000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0212","domain","hostinger-mail-ewgjnwrkgnkrw-sgicaslrqtpwkoeidjlriaqk[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T04:38:38.600000Z","2026-08-13T18:46:03.112000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0213","domain","hostinger-mail-ewgjnwrkgnkrw-sjatmnhvncsjkyksihaiupoc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T15:16:58.942000Z","2026-08-13T15:16:58.942000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0214","domain","hostinger-mail-ewgjnwrkgnkrw-sjcaqlkznpojkhfsnbpbwfjd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-14T04:58:43.210000Z","2026-05-14T04:58:43.210000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0215","domain","hostinger-mail-ewgjnwrkgnkrw-sjucydjaizfmhtuwqoxqvhlj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-22T22:56:43.302000Z","2026-06-22T22:58:12.038000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0216","domain","hostinger-mail-ewgjnwrkgnkrw-snbpambstsdkowbqivzvdscs[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-23T06:40:36.955000Z","2026-08-21T07:50:01.176000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0217","domain","hostinger-mail-ewgjnwrkgnkrw-snqezflfbaphnbuezoshfghy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-19T20:57:56.773000Z","2026-07-20T00:15:25.022000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0218","domain","hostinger-mail-ewgjnwrkgnkrw-sofvftiyikdiiadtexuzwaac[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-01T18:20:42.046000Z","2026-08-02T00:20:21.890000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0219","domain","hostinger-mail-ewgjnwrkgnkrw-systrveeqrhemslulxtohkqc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-25T13:38:43.340000Z","2026-08-23T07:55:32.304000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0220","domain","hostinger-mail-ewgjnwrkgnkrw-sztsxnyiqmbqhqmhtlzvemjg[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T08:14:39.017000Z","2026-04-27T20:03:14.657000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0221","domain","hostinger-mail-ewgjnwrkgnkrw-tbewrvjoqqswowrdgmnghwgu[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T20:54:11.925000Z","2026-08-13T20:54:11.925000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0222","domain","hostinger-mail-ewgjnwrkgnkrw-tcfyryfjnqbqljgxhnwbtdoy[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T14:57:08.111000Z","2026-04-16T14:57:08.111000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0223","domain","hostinger-mail-ewgjnwrkgnkrw-tdrmwmllukaeufcgbuzwwtio[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-21T19:22:31.797000Z","2026-05-22T15:06:35.640000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0224","domain","hostinger-mail-ewgjnwrkgnkrw-tfospbbfefrfpuhynrhsrnus[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-30T00:57:43.224000Z","2026-06-30T00:57:43.224000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0225","domain","hostinger-mail-ewgjnwrkgnkrw-tgcondrpxffttburzacfppsh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-20T08:10:25.392000Z","2026-05-20T20:39:58.978000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0226","domain","hostinger-mail-ewgjnwrkgnkrw-tjxlqmkpwzxjsknuzkkyovrz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-17T10:01:23.049000Z","2026-08-17T10:01:23.049000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0227","domain","hostinger-mail-ewgjnwrkgnkrw-tkjunvafatoqtkpeuipmwbjm[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-18T11:54:38.627000Z","2026-06-20T14:05:23.505000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0228","domain","hostinger-mail-ewgjnwrkgnkrw-tmirtobhgtaucjltfkvzcdng[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-10T03:41:14.005000Z","2026-07-10T03:42:14.913000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0229","domain","hostinger-mail-ewgjnwrkgnkrw-trqicdhfhcpiojkeavalagyd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-22T03:18:13.607000Z","2026-05-22T18:10:11.932000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0230","domain","hostinger-mail-ewgjnwrkgnkrw-tuzjjlnvsfyreihsrrxgfuga[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-14T05:25:08.287000Z","2026-04-14T05:25:08.287000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0231","domain","hostinger-mail-ewgjnwrkgnkrw-tvfoqqidayyoiwobpovuuhvy[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-06T14:04:35.359000Z","2026-04-08T09:46:01.896000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0232","domain","hostinger-mail-ewgjnwrkgnkrw-tvlaouqjoimdhiipzbefegqf[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-14T10:37:00.336000Z","2026-08-14T10:37:00.336000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0233","domain","hostinger-mail-ewgjnwrkgnkrw-ubobzkghvtzoniebmyhxzlby[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-08T20:44:51.839000Z","2026-04-08T20:44:51.839000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0234","domain","hostinger-mail-ewgjnwrkgnkrw-ubsjluiztikasycuuvcltiue[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-09T06:09:06.860000Z","2026-06-10T22:07:33.719000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0235","domain","hostinger-mail-ewgjnwrkgnkrw-ucvdyqggkgehxwxmggwfxxga[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-02T04:22:33.155000Z","2026-07-02T04:22:33.155000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0236","domain","hostinger-mail-ewgjnwrkgnkrw-uhauleoedmdkylcasuywujxy[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-19T13:54:19.524000Z","2026-08-19T23:39:10.197000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0237","domain","hostinger-mail-ewgjnwrkgnkrw-upfaooogceucfpdzzpmddwwr[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-29T09:25:50.547000Z","2026-06-28T01:47:15.487000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
